letter,flanked,distortion,freq,amplitude,rep,FC,SE
H,flanked,bex,32,1,3,2.65900088563583,1.2742991946841
H,flanked,bex,32,1.5,0,2.6591640887304,1.27312167725931
H,flanked,bex,32,1.5,4,2.6612712194815,1.29164940573264
H,flanked,bex,32,1.5,7,2.66403368643288,1.30971419211003
H,flanked,bex,32,2,1,2.66040282733291,1.28606484210594
H,flanked,bex,32,2.5,2,2.66006941214858,1.28084479405397
H,flanked,bex,32,2.5,7,2.66147621716311,1.26917908644872
H,flanked,bex,32,2.5,8,2.65956255429299,1.29026853587337
H,flanked,bex,32,3,0,2.65897416809608,1.30603540016275
H,flanked,bex,32,5,1,2.66352222676114,1.31431393759004
H,flanked,bex,32,5,3,2.657002987278,1.27294731307028
H,flanked,bex,32,5,5,2.65812489968521,1.22614101737609
H,unflanked,rf,2,0.0075,2,1.54110315167593,0.479328357756835
H,unflanked,rf,2,0.0075,4,1.54213332971616,0.502790571924876
H,unflanked,rf,2,0.0075,7,1.54159519659317,0.481203936391748
H,unflanked,rf,2,0.0075,8,1.54136964211038,0.468926702283858
H,unflanked,rf,2,0.0075,9,1.54310618883127,0.466432749227189
H,unflanked,rf,2,0.01,0,1.54157627971012,0.469151910310578
H,unflanked,rf,2,0.01,5,1.54081106593408,0.469192814609391
H,unflanked,rf,2,0.01,6,1.54209097996146,0.487269656962053
H,unflanked,rf,2,0.01,7,1.54207166328961,0.475790367467256
H,unflanked,rf,2,0.01,8,1.54121593950218,0.469978928801641
H,unflanked,rf,2,0.165,1,1.54107677338406,0.478372240689428
H,unflanked,rf,2,0.165,2,1.54182761104586,0.465813118722748
H,unflanked,rf,2,0.165,3,1.54355458039419,0.498138806513017
H,unflanked,rf,2,0.0617,0,1.54116554847949,0.492599705506372
H,unflanked,rf,2,0.0617,7,1.54245999220051,0.490298232156391
H,unflanked,rf,2,0.0617,9,1.54117521495609,0.504244689085143
H,unflanked,rf,2,0.2167,2,1.54424381519218,0.471204723783522
H,unflanked,rf,2,0.2167,5,1.54397755082518,0.469353255008311
H,unflanked,rf,2,0.2167,6,1.54238218248095,0.451362095054216
H,unflanked,rf,2,0.2167,7,1.54104459803159,0.485799987568212
H,unflanked,rf,2,0.2683,0,1.54268479891772,0.472014348795999
H,unflanked,rf,2,0.2683,2,1.5433274423989,0.452503318236639
H,unflanked,rf,2,0.2683,3,1.54464302534876,0.487806130277519
H,unflanked,rf,2,0.2683,8,1.54176327916584,0.462215775460243
H,unflanked,rf,2,0.2683,9,1.54140475232827,0.465142710541278
H,unflanked,rf,2,0.32,4,1.54718358179011,0.489089414630623
H,unflanked,rf,2,0.32,6,1.54518185510233,0.488430167241001
H,unflanked,rf,3,0.0075,7,1.54223917107852,0.477961203842861
H,unflanked,rf,3,0.01,2,1.54229269344375,0.47878186306512
H,unflanked,rf,3,0.165,0,1.54450207745192,0.471567790982594
H,unflanked,rf,3,0.165,1,1.54435662061485,0.475855629346043
H,unflanked,rf,3,0.165,3,1.54404839778497,0.501487740124274
H,unflanked,rf,3,0.165,8,1.54339092290393,0.474067148222564
H,unflanked,rf,3,0.0617,0,1.54173339355721,0.472861183962365
H,unflanked,rf,3,0.0617,5,1.54259083279536,0.494515363570864
H,unflanked,rf,3,0.0617,9,1.5425457107608,0.469051365729106
H,unflanked,rf,3,0.1133,2,1.54362248547584,0.47633750106378
H,unflanked,rf,3,0.1133,5,1.54329639566764,0.44976123112439
H,unflanked,rf,3,0.2167,1,1.54547817280873,0.494443588167856
H,unflanked,rf,3,0.2683,1,1.54583972776849,0.453153021536181
H,unflanked,rf,3,0.2683,3,1.54745785659739,0.454392295863558
H,unflanked,rf,3,0.2683,6,1.54616380859684,0.50616290424794
H,unflanked,rf,3,0.2683,8,1.54708190505232,0.453826222286995
H,unflanked,rf,3,0.2683,9,1.54547253285945,0.475948431538053
H,unflanked,rf,3,0.32,1,1.5473997467203,0.450218885490165
H,unflanked,rf,3,0.32,2,1.54934621017662,0.50431755985476
H,unflanked,rf,3,0.32,3,1.54706347987649,0.471325085587761
H,unflanked,rf,3,0.32,5,1.54826107885153,0.510895475317119
H,unflanked,rf,3,0.32,7,1.54879690847095,0.476943635027644
H,unflanked,rf,4,0.0075,0,1.54281484263517,0.48093832754822
H,unflanked,rf,4,0.0075,6,1.5430327569095,0.491164252938613
H,unflanked,rf,4,0.165,1,1.54600225970131,0.47512353253216
H,unflanked,rf,4,0.165,5,1.54402093936405,0.469595181051614
H,unflanked,rf,4,0.0617,1,1.54370526492728,0.473830421064628
H,unflanked,rf,4,0.0617,4,1.5420148305271,0.470247161281835
H,unflanked,rf,4,0.1133,2,1.54383650100921,0.47798704309615
H,unflanked,rf,4,0.1133,3,1.54381573822871,0.471301019485479
H,unflanked,rf,4,0.1133,8,1.5404217647408,0.476109818816396
H,unflanked,rf,4,0.2167,3,1.54995985466303,0.472107806910685
H,unflanked,rf,4,0.2167,8,1.54701633223913,0.502322593373757
H,unflanked,rf,4,0.2683,6,1.54440823294108,0.471116731573049
H,unflanked,rf,4,0.2683,8,1.55223275036471,0.478818363487431
H,unflanked,rf,4,0.32,1,1.54995409202084,0.465001000804789
H,unflanked,rf,4,0.32,2,1.54727843406111,0.501641753375087
H,unflanked,rf,4,0.32,4,1.55509683239351,0.474723902856622
H,unflanked,rf,4,0.32,7,1.55056327266332,0.476849119865664
H,unflanked,rf,4,0.32,9,1.54909998470441,0.490401384384464
H,unflanked,rf,5,0.0075,3,1.54376879094534,0.472991302327676
H,unflanked,rf,5,0.165,9,1.5482744425493,0.470265538694507
H,unflanked,rf,5,0.0617,0,1.54280595184448,0.465830930419543
H,unflanked,rf,5,0.0617,1,1.54358674186678,0.474774242908608
H,unflanked,rf,5,0.0617,4,1.54260602898943,0.46411969430245
H,unflanked,rf,5,0.0617,9,1.54359024534018,0.473593727194741
H,unflanked,rf,5,0.1133,0,1.54491138240487,0.473602933947426
H,unflanked,rf,5,0.1133,6,1.54515753248392,0.469195360247798
H,unflanked,rf,5,0.2167,0,1.54897398967914,0.469404330424197
H,unflanked,rf,5,0.2167,6,1.54921192098432,0.465974577772121
H,unflanked,rf,5,0.2167,8,1.54739449220003,0.470938709726497
H,unflanked,rf,5,0.32,2,1.55209711960003,0.44679584020167
H,unflanked,rf,5,0.32,6,1.55188592365676,0.488794690131469
H,unflanked,rf,5,0.32,7,1.55280983249416,0.453454767981573
H,unflanked,rf,8,0.0075,4,1.54457039193231,0.476584257900605
H,unflanked,rf,8,0.0075,6,1.54474531097857,0.48163869531073
H,unflanked,rf,8,0.01,1,1.54332118224148,0.464262414090496
H,unflanked,rf,8,0.01,4,1.54431303701105,0.478093521473565
H,unflanked,rf,8,0.01,5,1.54425834917335,0.466832703750341
H,unflanked,rf,8,0.01,6,1.54368039914175,0.476659386257098
H,unflanked,rf,8,0.165,4,1.54624425088416,0.457999557195559
H,unflanked,rf,8,0.165,6,1.54855586027929,0.468083465481977
H,unflanked,rf,8,0.0617,0,1.54473932414354,0.466471018578044
H,unflanked,rf,8,0.0617,1,1.54292329757724,0.507595907661663
H,unflanked,rf,8,0.1133,0,1.54815455984904,0.480669037646223
H,unflanked,rf,8,0.1133,1,1.5466267678165,0.467334530145932
H,unflanked,rf,8,0.1133,3,1.54592547964986,0.487548992339753
H,unflanked,rf,8,0.1133,5,1.54330199873094,0.475529250745737
H,unflanked,rf,8,0.1133,8,1.54728513276796,0.46778771975281
H,unflanked,rf,8,0.1133,9,1.54858759294328,0.468980924321054
H,unflanked,rf,8,0.2683,1,1.55301999787434,0.448846179017801
H,unflanked,rf,8,0.2683,4,1.55143959590488,0.467360826393789
H,unflanked,rf,8,0.2683,7,1.55374710814854,0.448237215240951
H,unflanked,rf,8,0.32,1,1.55555733064399,0.475526362682566
H,unflanked,rf,8,0.32,7,1.55617362315481,0.457779275999006
H,unflanked,rf,12,0.0075,7,1.54518674162188,0.466268511206324
H,unflanked,rf,12,0.01,5,1.54519700938415,0.456874629255481
H,unflanked,rf,12,0.165,1,1.54901847827754,0.466851677144018
H,unflanked,rf,12,0.165,2,1.54833905829506,0.453612139919081
H,unflanked,rf,12,0.165,3,1.5490066131543,0.459511522972846
H,unflanked,rf,12,0.165,4,1.550222437646,0.46652652240801
H,unflanked,rf,12,0.0617,2,1.544060854489,0.490545793757917
H,unflanked,rf,12,0.0617,3,1.54517786181264,0.456626245939747
H,unflanked,rf,12,0.1133,3,1.54803709565666,0.477762473040827
H,unflanked,rf,12,0.1133,5,1.5479609701776,0.499122902120551
H,unflanked,rf,12,0.1133,8,1.54809280882987,0.47693682465094
H,unflanked,rf,12,0.2167,4,1.5508803198752,0.496389055798281
H,unflanked,rf,12,0.2683,2,1.5520422241316,0.470819160950421
H,unflanked,rf,12,0.2683,7,1.55275385917391,0.453257033674905
H,unflanked,bex,2,0.25,3,1.54261715687964,0.478751952445608
H,unflanked,bex,2,0.25,6,1.54326734895451,0.488506499023056
H,unflanked,bex,2,0.25,7,1.54346839441909,0.47633339871353
H,unflanked,bex,2,0.5,1,1.54240600929187,0.471328364403914
H,unflanked,bex,2,0.5,3,1.54227853109919,0.478287259751164
H,unflanked,bex,2,0.5,6,1.5424795541173,0.496246928132871
H,unflanked,bex,2,0.5,9,1.5417343473602,0.468730376340943
H,unflanked,bex,2,1.5,3,1.54193540071615,0.480904071540974
H,unflanked,bex,2,1.5,4,1.543239804101,0.493100041491885
H,unflanked,bex,2,1.5,5,1.54234634678702,0.496410838224292
H,unflanked,bex,2,1.5,6,1.5428257313867,0.485869657242021
H,unflanked,bex,2,1.5,9,1.54122604918157,0.474638152007346
H,unflanked,bex,2,2,7,1.54265288544999,0.496604838938236
H,unflanked,bex,2,2.5,0,1.54425729423152,0.468097764685446
H,unflanked,bex,2,2.5,6,1.5459999513492,0.46988828451543
H,unflanked,bex,2,3,0,1.54600069405269,0.465623657842501
H,unflanked,bex,2,3,4,1.54472968882231,0.468007208046376
H,unflanked,bex,2,3,9,1.54328974032113,0.479034044440263
H,unflanked,bex,2,5,0,1.54348576495432,0.44187188183614
H,unflanked,bex,2,5,7,1.5481142018365,0.470340031075797
H,unflanked,bex,4,0.25,9,1.54345871330152,0.47122104435391
H,unflanked,bex,4,0.5,3,1.54350362908739,0.468142375676815
H,unflanked,bex,4,0.5,6,1.54344920082366,0.468548128351202
H,unflanked,bex,4,0.5,8,1.54357568141271,0.474879811383834
H,unflanked,bex,4,1,0,1.54416492431582,0.469120356408108
H,unflanked,bex,4,1,1,1.54467328628999,0.491067124239169
H,unflanked,bex,4,1,2,1.54378346619936,0.471833644886171
H,unflanked,bex,4,1,8,1.54420582031458,0.489249112795342
H,unflanked,bex,4,1.5,0,1.54332555934257,0.475229862283423
H,unflanked,bex,4,1.5,2,1.54422262217092,0.471885244785993
H,unflanked,bex,4,1.5,4,1.54396331801971,0.46901134707488
H,unflanked,bex,4,2,3,1.54511165268108,0.491050989751704
H,unflanked,bex,4,2,5,1.54498853593308,0.503438592882013
H,unflanked,bex,4,2.5,1,1.54676898619198,0.442624265768353
H,unflanked,bex,4,2.5,3,1.54769454201027,0.474253499400402
H,unflanked,bex,4,2.5,9,1.54662935862393,0.483311038738908
H,unflanked,bex,4,3,0,1.54620251800418,0.497452656542996
H,unflanked,bex,4,3,4,1.54747236481542,0.453751212962783
H,unflanked,bex,4,3,9,1.54933691357935,0.454405634423312
H,unflanked,bex,4,5,4,1.54945746323537,0.475222958142966
H,unflanked,bex,4,5,9,1.55159105855164,0.453170236926138
H,unflanked,bex,6,0.25,7,1.54518077023131,0.481943401234786
H,unflanked,bex,6,0.25,8,1.54459580025804,0.493441191059494
H,unflanked,bex,6,0.25,9,1.54463155182692,0.458235953519451
H,unflanked,bex,6,0.5,9,1.54412679602694,0.474963934943957
H,unflanked,bex,6,1,0,1.54450943070488,0.480465558561738
H,unflanked,bex,6,1,7,1.54511318334729,0.478579613782924
H,unflanked,bex,6,1.5,8,1.54405661974601,0.462548555800319
H,unflanked,bex,6,2,0,1.5457618308439,0.477044009498693
H,unflanked,bex,6,2.5,1,1.54597926318433,0.489191479028502
H,unflanked,bex,6,2.5,9,1.54631488122126,0.500662864418495
H,unflanked,bex,6,3,1,1.54769138525368,0.465269555561018
H,unflanked,bex,6,3,2,1.5465398775721,0.463853279564924
H,unflanked,bex,6,3,7,1.54585197865265,0.468101192794814
H,unflanked,bex,6,5,9,1.54965701658194,0.475813696300429
H,unflanked,bex,8,0.25,3,1.54490649757778,0.473926371136779
H,unflanked,bex,8,0.25,4,1.54463622567222,0.479898362437557
H,unflanked,bex,8,0.25,8,1.54439754877569,0.479321805438002
H,unflanked,bex,8,1,1,1.54412366406701,0.480856883754367
H,unflanked,bex,8,1,4,1.54430810122196,0.471284234886096
H,unflanked,bex,8,1,6,1.5436366617019,0.482314222752915
H,unflanked,bex,8,1,7,1.54396901230016,0.465103024495295
H,unflanked,bex,8,1.5,2,1.54434918701202,0.455725562379908
H,unflanked,bex,8,1.5,9,1.54380643625605,0.449257891810433
H,unflanked,bex,8,2,3,1.54523630989196,0.483389984713711
H,unflanked,bex,8,2,4,1.54513120511255,0.471410963758414
H,unflanked,bex,8,2.5,1,1.54594520831092,0.501568358197702
H,unflanked,bex,8,2.5,3,1.54557429225345,0.482255675459143
H,unflanked,bex,8,3,3,1.54663764731552,0.477078158646263
H,unflanked,bex,8,3,6,1.54595742104846,0.449334956720314
H,unflanked,bex,8,3,8,1.54599501731919,0.491859203281988
H,unflanked,bex,8,5,9,1.54819574306503,0.45189227625667
H,unflanked,bex,16,0.25,0,1.54240268889089,0.463728940993674
H,unflanked,bex,16,0.25,9,1.54258589987788,0.47007710975531
H,unflanked,bex,16,0.5,1,1.54222366709007,0.461783756361693
H,unflanked,bex,16,0.5,6,1.54247515418233,0.481277544883679
H,unflanked,bex,16,1,7,1.54215954631708,0.529652947262407
H,unflanked,bex,16,1,8,1.54260082485183,0.466172639156123
H,unflanked,bex,16,1,9,1.54186156163934,0.485302478261943
H,unflanked,bex,16,1.5,0,1.54254113088131,0.494495567400343
H,unflanked,bex,16,1.5,1,1.54314967455771,0.515925299201572
H,unflanked,bex,16,1.5,5,1.54193522579299,0.460477033653524
H,unflanked,bex,16,1.5,9,1.54185807447461,0.449604542760989
H,unflanked,bex,16,2,2,1.54327062097869,0.450660509897384
H,unflanked,bex,16,2,9,1.54374797690451,0.476104905921773
H,unflanked,bex,16,2.5,0,1.5425673351177,0.456403477081685
H,unflanked,bex,16,2.5,4,1.54332904808009,0.469465498860782
H,unflanked,bex,16,3,5,1.54429484603971,0.446476441584291
H,unflanked,bex,16,3,7,1.5436938091267,0.484875886289797
H,unflanked,bex,16,5,1,1.54655979344018,0.431557139170117
H,unflanked,bex,16,5,3,1.54641045179309,0.44721720092622
H,unflanked,bex,32,0.25,3,1.54107861257473,0.458892315295285
H,unflanked,bex,32,0.25,7,1.54031478257924,0.513507128728775
H,unflanked,bex,32,0.5,0,1.54052812010076,0.457821204570977
H,unflanked,bex,32,0.5,4,1.54093606973511,0.458172769858205
H,unflanked,bex,32,1,3,1.54033714309944,0.483901775245581
H,unflanked,bex,32,1,8,1.54026229874887,0.449650372927816
H,unflanked,bex,32,1.5,5,1.54053151643844,0.491763697838691
H,unflanked,bex,32,1.5,7,1.54012131901813,0.478920230319259
H,unflanked,bex,32,1.5,8,1.54090318421561,0.449057672628388
H,unflanked,bex,32,1.5,9,1.54045073903145,0.497897604214514
H,unflanked,bex,32,2,2,1.53964188744574,0.45473066168316
H,unflanked,bex,32,2,4,1.54067177830658,0.486063049779736
H,unflanked,bex,32,2,7,1.54041321569017,0.4803446190356
H,unflanked,bex,32,2,8,1.54031646218257,0.485699664267308
H,unflanked,bex,32,2.5,1,1.54015316888715,0.481391498547923
H,unflanked,bex,32,2.5,5,1.53936321526792,0.454035401050583
H,unflanked,bex,32,2.5,6,1.5397548264783,0.445040731284989
H,unflanked,bex,32,2.5,7,1.53986212875457,0.458459330691847
H,unflanked,bex,32,3,3,1.53959525145426,0.501366261718894
H,unflanked,bex,32,3,9,1.53934227897019,0.487960142043096
H,unflanked,bex,32,5,1,1.53948327836331,0.455622049161021
H,unflanked,bex,32,5,9,1.53881305056977,0.441852902604121
